Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
Hands-On Montessori Inspired Advanced Math Level B (for 1st/2nd Grades) 2x a Week with Manipulatives,"In this ongoing class, students use Montessori manipulatives to explore number sense to 9,999 and solve problems. Students use higher level thinking skills as they explore place value, skip counting, addition and subtraction, multiplication, geometry, and more.",https://outschool.com/classes/hands-on-montessori-inspired-advanced-math-level-b-for-1st2nd-grades-2x-a-week-w-fmbkSDsB,5,10,58,"Amy Tucker, M.Ed.",https://outschool.com/teachers/Amy-20200617,5,92,6-8,3-7,$34
Math: 3rd Grade Full Curriculum (Ongoing),"Students will learn, review and practice all crucial and required topics of third grade math, including addition, subtraction, multiplication, division, fractions and word problems. #academic",https://outschool.com/classes/math-3rd-grade-full-curriculum-ongoing-jgeDYvt6,4.8,4,27,Stone Bridges Academy,https://outschool.com/teachers/Stone-Bridges-Academy,4.9,277,7-9,1-6,$20
Math Masters! 1:1 Math Intervention Tutoring Struggling Learner Dyscalculia 30 min,"This is an intervention class for students with need help with foundational math concepts such as number sense, arithmetic concepts and procedures. This class uses Touch point math methods, visualizing and verbalizing.",https://outschool.com/classes/math-masters-11-math-intervention-tutoring-struggling-learner-dyscalculia-30-min-GxaY0gRR,5,7,48,Mrs. Wilkerson (B.S.Ed) Math & Reading Teacher,https://outschool.com/teachers/Mrs-Wilkerson,4.9,147,4-16,1,$45
6th Grade Math Full Year Curriculum!,In this class students will learn concepts and master 6th grade math full curriculum in fun and engaging way. Best fit for homeschool & after-school students. Try First Week For 50% Off! #academic,https://outschool.com/classes/6th-grade-math-full-year-curriculum-DmnXFwp4,4.3,6,103,Learnish,https://outschool.com/teachers/Learnish,4.6,767,10-13,2-8,$34
Pre-Algebra Full Year Course,This is an ongoing class that will following the Pre-Algebra Curriculum as is outlined through out a regular Pre-Algebra course.,https://outschool.com/classes/pre-algebra-full-year-course-lhkrQLPB,5,3,37,Gail Dykhuis,https://outschool.com/teachers/Gail-Dykhuis,4.9,256,11-15,3-10,$30
5th Grade Math After School Review Club,A club in which your child can meet with other 5th graders and review a new Math topic every week.,https://outschool.com/classes/5th-grade-math-after-school-review-club-WlU1go9r,N/A,N/A,4,Maria Rebecca Gloria,https://outschool.com/teachers/Maria-Rebecca-Gloria,4.9,"1,258",9-11,3-9,$17
DOG-vision: A Division Facts Practice and Review Game,"In this weekly ongoing class, students will take part in a dog-themed game show competition to review and practice their division facts.",https://outschool.com/classes/dog-vision-a-division-facts-practice-and-review-game-ExVWOHDd,4.9,8,59,Ms. Jericha's Mathprov Academy,https://outschool.com/teachers/Jericha-Roberson,4.9,197,7-12,2-8,$10
Winter Math 6 Week 1:1 Private Tutor Grade K-6 Learning Plan Included,"In this six week class, I will provide private instruction on grade level specific math content for all K-5 grades. This is a 30 minute session. I will perform an assessment and create a learning plan specifically for your learner! I can offer 9 or 12 week sections too! #ACADEMIC",https://outschool.com/classes/winter-math-6-week-11-private-tutor-grade-k-6-learning-plan-included-oVs8W39e,5,14,46,"Jamie Jones, MSA",https://outschool.com/teachers/Jamie-Guthrie-Jones,4.9,"2,072",5-12,1,$30
Singapore Math 4th Grade (4A),"This course is based on Singapore math and Math League Contest Books for current and rising 4th graders to establish strong understanding of math concepts, apply mathematics to solve real world problems, and increase solving speed.",https://outschool.com/classes/singapore-math-4th-grade-4a-jdJ4FVrF,4.2,5,38,AI Code Academy,https://outschool.com/teachers/AI-Code-Academy,4.7,"1,516",8-10,4-8,$219
Roblox Math Adventure: Private Gaming Club,Run with or against their coach in a Math obstacle course with your child’s Roblox avatar.,https://outschool.com/classes/roblox-math-adventure-private-gaming-club-0r709aw6,5,9,15,Math Planets,https://outschool.com/teachers/MathPlanets,4.8,128,6-9,1,$35
"Math Private Tutoring: Algebra 1 & 2, Geometry, Pre-Calculus, Trig","These 1:1 sessions will help students become confident and successful in their math classes. Students should bring all their questions. We can work on homework questions, prepare for upcoming tests (including ACT/SAT) or correct mistakes.",https://outschool.com/classes/math-private-tutoring-algebra-1-2-geometry-pre-calculus-trig-Z0mcxhxi,5,6,30,Tricia Kruse,https://outschool.com/teachers/Patricia-Kruse,5,73,13-18,1-2,$55
Beginners Long Multiplication,"In this one time class, students will learn how to multiply 3 and 4 digit numbers by 2 numbers.",https://outschool.com/classes/beginners-long-multiplication-Z4kDFgOv,4.8,4,30,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,9-14,5-8,$23
Second Grade Common Core Math (Weekly),"Learn, review, or reinforce your 2nd grade math concept in this fun math class!",https://outschool.com/classes/second-grade-common-core-math-weekly-gHwxDjLs,5,33,237,"Amber Coffman, Certified Teacher",https://outschool.com/teachers/Amber-Coffman-2020,5,225,6-9,2-7,$9
Wild and Unstructured 1st Grade Full Curriculum Ongoing,"This is a 1st Grade full curriculum class covering concepts in Math, English, Science and Social studies. It is an ongoing class, which teaches an in-depth full year of 1st Grade curriculum.",https://outschool.com/classes/wild-and-unstructured-1st-grade-full-curriculum-ongoing-eFI9iyj8,4.3,6,41,Wild and Unstructured Learning,https://outschool.com/teachers/Ms-Tiara,4.8,812,5-7,3-6,$92
2nd Grade Math Dino Adventure: Ongoing Grade 2 Math Concepts,"In this 1x/week ongoing course, students will follow the Dinosaur Friends on an adventure while they practice skip counting, equivalent equations, multiplication, place value, bar graphs, fractions and more! #academic #2nd grade #math",https://outschool.com/classes/2nd-grade-math-dino-adventure-ongoing-grade-2-math-concepts-ae0rSbix,5,21,167,The Dinosaur Friends Academy,https://outschool.com/teachers/The%20Dinosaur-Friends-Academy,4.8,253,5-8,2-7,$15
Math Homework Drop-In,"Extra help with a private, one-time math class (Singapore Dimensions, Singapore Primary US, Saxon, IXL, Math Kangaroo, and more).",https://outschool.com/classes/math-homework-drop-in-Q2uTCAma,5,133,118,Katie deFur Fallon,https://outschool.com/teachers/Katie-deFur,4.8,656,3-18,1,$23
Individual Tutoring - Learning Math with Multiplication and Division,"Multiplication and division with numbers, factoring, fractions, percentages and decimals will be covered.",https://outschool.com/classes/individual-tutoring-learning-math-with-multiplication-and-division-dZWWnqx5,5,25,164,David Miller,https://outschool.com/teachers/David-Matthew-Miller,4.6,"1,008",10-14,1-4,$16
Mathsters Full Curriculum 4th Grade Math Class w/a Certified Teacher (2X a Wk),"In this ongoing math class, students will meet twice a week to learn concepts and skills from the standard 4th grade math curriculum with a certified teacher using a variety of interactive activities. #academic",https://outschool.com/classes/mathsters-full-curriculum-4th-grade-math-class-wa-certified-teacher-2x-a-wk-FaSJ17Ss,5,3,12,"Romie Foley, B.A.",https://outschool.com/teachers/RomieFoley,5,53,9-12,3-10,$36
Review: Rounding to the Nearest Thousands,"In this one time class, students will practice and review rounding numbers to the nearest thousands.",https://outschool.com/classes/review-rounding-to-the-nearest-thousands-p43NxEO5,N/A,N/A,2,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,7-12,5-8,$21
Pre-Algebra: LIVE Full Year Math Course (Ongoing),"Weekly Pre-Algebra topics including integers, factoring, solving for an unknown, LCM & GCF, polynomials, ratios & proportions and more (schedule of topics in description) taught in a student-centered, engaging, fun style! Join in any week!",https://outschool.com/classes/pre-algebra-live-full-year-math-course-ongoing-c7jZrsuM,5,1,8,Megan McAra (M. Ed) Math Class Can Be Fun!,https://outschool.com/teachers/Megan-Mc,5,86,11-14,3-8,$36
"3rd Grade Full Curriculum (ELA, Math, Science & Social Studies)","In this class students will learn 3rd grade full curriculum (ELA, Math, Science, Social Studies) in a fun and engaging way with a certified teacher.",https://outschool.com/classes/3rd-grade-full-curriculum-ela-math-science-social-studies-Dri5ehoR,4.8,4,63,Learnish,https://outschool.com/teachers/Learnish,4.6,767,7-10,2-8,$64
Math 4th Grade Adventures,"In this is ongoing class students will enjoy learning 4th Grade Math in a fun and engaging way. Learn Basic Operations, Time, Money, Measurement, Fractions, and Geometry . The topics do not build on each other, so you can join us anytime.",https://outschool.com/classes/math-4th-grade-adventures-Gt57nLex,N/A,N/A,7,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,8-11,2-6,$13
Geometry: Full Year Course With Professor Alfred,"Welcome to our Ongoing High School Geometry course, where students embark on a journey of mastering key concepts and developing strong problem-solving skills in various geometry topics. Includes Grading",https://outschool.com/classes/geometry-full-year-course-with-professor-alfred-UC3qQp7a,N/A,N/A,11,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,13-17,1-6,$13
One-On-One Math Tutoring (30 minutes),"In this ongoing 30-minute course, we will review important math concepts and you will receive individualized help with math assignments and preparing for tests, any level of math from elementary to AP calculus.",https://outschool.com/classes/one-on-one-math-tutoring-30-minutes-a7vaCsgI,4.9,65,269,Jessica Perez (she/her),https://outschool.com/teachers/Jessica-Perez,4.9,203,11-16,1,$45
Let's Practice Fractions! Identifying Fractions | 2nd - 3rd Grade |,"In this one time class, students will be practicing their ability to identify fractions.",https://outschool.com/classes/lets-practice-fractions-identifying-fractions-2nd-3rd-grade-oQVhkjD0,5,1,4,"Katie Shipman - BA, Elementary Education Certified",https://outschool.com/teachers/Mrs-Shipman,5,1,7-9,1-6,$9
Second Grade Math in Spanish,Practice and strengthen your second grade math skills in Spanish. This is a Math class for students in second grade.,https://outschool.com/classes/second-grade-math-in-spanish-RwujTzYi,N/A,N/A,3,Fabiola Woerner M.A. TESOL The Bilingual Educator,https://outschool.com/teachers/Fabiola-Woerner,5,107,8-9,4-4,$12
Algebra 1 Full Course: Ongoing (2 Days per Week),"In this Full Algebra 1 Course, we'll learn all standards necessary for Algebra 1, discover real world applications, and have fun while doing it all!",https://outschool.com/classes/algebra-1-full-course-ongoing-2-days-per-week-FsxtKrsP,4.7,12,101,"Cameron Weaver, B.S. Math",https://outschool.com/teachers/Cameron-Weaver,4.9,146,11-16,3-18,$35
Prepare for the Digital SAT,"We will work on test-taking skills, math problems, grammar topics, and vocabulary for the new, digital SAT.",https://outschool.com/classes/prepare-for-the-digital-sat-uwfte9pb,5,5,14,Heather Krey,https://outschool.com/teachers/Heather-Krey,4.8,85,15-18,3-10,$30
Math Mysteries: Pre-algebra Math Mysteries! 7th and 8th Grade Math,"In this 35-40 minute class, 7th and 8th grade students will solve math mysteries while learning pre-algebra concepts.Topics include roots, variables, solving equations, and probability, based on Singapore math methods.Maximum of 5 students!",https://outschool.com/classes/math-mysteries-pre-algebra-math-mysteries-7th-and-8th-grade-math-v2fx5EJR,5,1,7,"Kim Pinard, M.A. Learning and Instruction",https://outschool.com/teachers/Kim-Pinard,5,13,10-14,1-5,$12
5th Grade Math Topic 11 (Measurement),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Envision Math, Grade 5, Topic 11. #academic",https://outschool.com/classes/5th-grade-math-topic-11-measurement-NE1mLCwB,N/A,N/A,2,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$32
101 Private Customized Math - Pre-School & Kindergarten Curriculum - 30 Minutes,"In this class, student will receive a 1:1 private, individualized session with an experience math teacher to help cover the curriculum or assignment/homework help.",https://outschool.com/classes/101-private-customized-math-pre-school-kindergarten-curriculum-30-minutes-cy1CKj0E,N/A,N/A,2,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,3-8,1,$33
Grade 6 Full Math Curriculum: Ongoing,"In this fast-paced ongoing course, students learn a different 6th grade math skill each week - stay around for the whole year to learn them all! Includes an engaging live class plus follow up assignments.",https://outschool.com/classes/grade-6-full-math-curriculum-ongoing-jwWpfgEA,5,2,10,Kate Hoefert,https://outschool.com/teachers/Kate-Hoefert,4.9,351,10-13,3-9,$24
"Math 1:1 Tutoring K-12, Or Full Year Homeschool Curriculum; Customizable 50 Min.","This is an ongoing tutoring math course that will provide full math support with a professional licensed math professor, or full year curriculum for homeschoolers K to 12 ( curriculum included).",https://outschool.com/classes/math-11-tutoring-k-12-or-full-year-homeschool-curriculum-customizable-50-min-SuPmCeDx,4.8,5,26,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,5-18,1,$40
Clock Museum Escape Room- Analog & Digital,Participants will practice telling time on both analog and digital clocks to find clues to escape from the clock room in the Clock Museum. #builder,https://outschool.com/classes/clock-museum-escape-room-analog-digital-Wghy4F9i,5,24,101,"Sharon Gribble, MEd",https://outschool.com/teachers/Teacher_Sharon,4.9,489,5-8,1-5,$12
Mastering Math: Full 4th Grade Curriculum & Math Games | 2x Week,"This class is designed to help learners master 4th grade math concepts using non-traditional methods. We use interactive math games and activities that engage our learners, throughout the entire school year, in a fun and stress-free way.",https://outschool.com/classes/mastering-math-full-4th-grade-curriculum-math-games-Bq6wbsct,N/A,N/A,3,Mrs. Chris of Kingdom Prep Educators,https://outschool.com/teachers/Mrs-Chris,5,69,8-11,2-8,$24
All About Large Number Addition,"In this ongoing course, students will review and practice addition problems with and without carrying in the thousands period.",https://outschool.com/classes/all-about-large-number-addition-W55JjkXL,N/A,N/A,8,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,7-12,1-5,$22
Probability,"In this course, students will practice problems involving determining probability and making predictions based on probability. #academic",https://outschool.com/classes/probability-sIoO5Gq4,5,8,37,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$18
Algebra 2 | Full Curriculum (2 classes/week),This is an ongoing semester course covering Algebra 2 topics for learners in grades 9-11. This is an interactive class - students will participate in examples and activities to help reinforce their learning while having fun!,https://outschool.com/classes/algebra-2-yepLVbCd,N/A,N/A,9,Mind over Math - Tutoring and Group Classes,https://outschool.com/teachers/Mind-Over-Math,4.9,286,13-18,1-12,$40
All About Addition Practice With and Without Regrouping (Ongoing Math Class),"In this addition with and without regrouping ongoing course, students will review adding with and without regrouping.",https://outschool.com/classes/all-about-addition-practice-with-and-without-regrouping-ongoing-math-class-mVAjMjx0,5,1,7,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,6-11,1-5,$22
3rd Grade Math,This class is perfect for learners who is heading into 3rd grade. This class is also perfect for students who just needs to sharpen their 3rd grade Math skills. This class will ensure that your learner is prepared for 3rd or 4th grade Math.,https://outschool.com/classes/3rd-grade-math-m85K2Chu,N/A,N/A,16,Cherry Learning Center by Mrs. Berry-Cherry,https://outschool.com/teachers/Cherry-Learning-Center,4.7,338,7-9,4-7,$24
Bubble Pop It Fidget Multiplication | 2nd & 3rd Grade Math | Hands-On Math,"In this ongoing review, students will have fun using their Bubble Pop Fidget to learn their multiplication facts. This class will help improve 2nd grade and 3rd grade math skills. #academic",https://outschool.com/classes/bubble-pop-it-fidget-multiplication-2nd-3rd-grade-math-oxYBcGlk,4.9,33,313,Cass Academy of Mastery,https://outschool.com/teachers/CassAcademy,4.9,242,5-9,2-7,$7
Math Club: Practice Your Multiplication With Fun Blooket!,Each week students will learn strategies and practice their multiplications in a fun way. MESSAGE FOR SIBLING DISCOUNTS,https://outschool.com/classes/math-club-practice-your-multiplication-with-fun-blooket-cDUd5dGB,N/A,N/A,1,Dazzling Minds Academy By Erika Corona,https://outschool.com/teachers/Erika-Corona,4.7,"1,198",7-12,1-6,$10
6th Grade Math Unit 6 (Data Analysis and Statistics),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving data analysis and statistics at the sixth grade level. #academic",https://outschool.com/classes/6th-grade-math-unit-6-data-analysis-and-statistics-xk5RA2BI,N/A,N/A,2,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$62
All About Beginning Two-Digit Long Division,"In this beginning two-digit long division ongoing course, students will be introduced to and practice two-digit long division.",https://outschool.com/classes/all-about-beginning-two-digit-long-division-QfghdgMV,5,3,15,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,9-14,1-5,$25
Algebra 1 Full Year Course,This is a full year course for Algebra 1,https://outschool.com/classes/algebra-1-full-year-course-QCgb7jmw,5,2,26,Gail Dykhuis,https://outschool.com/teachers/Gail-Dykhuis,4.9,256,12-15,3-12,$30
Integers: Adding and Subtracting With Negative Numbers,"In this class, students will practice the skill of adding and subtracting with negative numbers. #academic",https://outschool.com/classes/integers-adding-and-subtracting-with-negative-numbers-P5o703lw,5,4,20,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$17
Pre Algebra After School Full Curriculum,"This course teaches the essential pre algebra (7th/8th grade) math curriculum through printable lessons with feedback on student work. This class is perfect for supplementing private, public or homeschool courses",https://outschool.com/classes/pre-algebra-after-school-full-curriculum-Sp53WVDb,5,1,7,"Ms. Mac, B.S. Elementary Education",https://outschool.com/teachers/Ms-Mac-Farlane,4.7,17,11-14,3-7,$15
Integers: Introduction to Integer Concepts,"In this class, students will practice representing real-world situations with integers, comparing the values of integers, placing integers in sequential order, as well as finding the opposite of and the absolute value of given integers. #academic",https://outschool.com/classes/integers-introduction-to-integer-concepts-6yw0ydex,5,3,12,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$16
Algebra 2- Full Year of Math; With Professor Alfred: Ongoing Course,"In this ongoing Algebra 2 class students will learn to master concepts and build problem solving skills on Algebra 2 topics such as; Equations and Inequalities, Quadratic, Polynomial, Radical Equations and Inequalities, and Trigonometry.",https://outschool.com/classes/algebra-2-full-year-of-math-with-professor-alfred-ongoing-course-LgsWGIDd,5,1,6,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,12-17,1-8,$32
Seventh Grade Math Tutoring,"In this tutoring class, students will learn all seventh grade (grade 7) Math topics. We follow the common core Math curriculum. The goal is to give the students a clear understanding of the Math concepts and help them succeed in Mathematics!",https://outschool.com/classes/seventh-grade-math-tutoring-GxMxwe5a,N/A,N/A,31,Hamid Akram,https://outschool.com/teachers/Hamid-Akram,4.8,29,10-15,1-3,$60
Math Homeschool FULL Curriculum 8th Grade,Students will learn 8th grade math standards. This is an interactive course focused on 8th grade math mastery. No Open Slots? Message Me and See You In Class!,https://outschool.com/classes/math-homeschool-full-curriculum-8th-grade-9YaxVyTK,N/A,N/A,2,"Courtney Daniels, Ed.S.",https://outschool.com/teachers/Mrs-Courtney-Daniels,5,13,12-14,1-5,$100
"4th Grade Full Curriculum English, Math and Spelling","This is a 4th Grade class covering concepts in Math, English, and Spelling. It is an ongoing class, which teaches an in-depth full year of 4th Grade curriculum.",https://outschool.com/classes/4th-grade-full-curriculum-english-math-and-spelling-BnnuoTB6,4.9,8,76,Wild and Unstructured Learning,https://outschool.com/teachers/Ms-Tiara,4.8,812,8-10,2-9,$44
Number Talk & Number Strings Camp: Making Math Make Sense! (K-2),"Join our math community! Here they'll gain confidence, become fluent in numeracy, and have fun while growing. They'll share ideas about math patterns, pictures, and models to build mental math, reasoning and critical thinking.",https://outschool.com/classes/number-talk-number-strings-camp-making-math-make-sense-k-2-Ev96yxvS,N/A,N/A,N/A,"Miss Jovona Kennedy M.Ed, SWD",https://outschool.com/teachers/Miss-Jov,N/A,N/A,5-7,5-8,$13
Grade 1- Singapore Math - Full Year Program - 1 Hour Weekly,"In this class, learners will learn the full year Grade 1 Singapore Math Curriculum in a small group setting.",https://outschool.com/classes/grade-1-singapore-math-full-year-program-1-hour-weekly-9dIBteVD,1,1,7,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-8,2-4,$30
Math 6th Grade Full Year Curriculum,"Welcome to our 6th-grade math small group course, where learning comes to life! This engaging class is tailored for students seeking a strong foundation in math concepts and problem-solving skill.",https://outschool.com/classes/math-6th-grade-full-year-curriculum-q1EKNHap,5,1,6,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,10-12,1-6,$13
1st/2nd Grade Math Circle Time: Whole Group Interactive Activities,"In this one-time small group class, 1st and 2nd graders will review grade level material through movement and dance, mental math challenges, fluency practice, independent work time, and group discussion and discourse.",https://outschool.com/classes/1st2nd-grade-math-circle-time-whole-group-interactive-activities-AHCDPlUV,N/A,N/A,N/A,"Neah Maxwell, BS Edu: math, sci, homestead/farming",https://outschool.com/teachers/Neah-Brook-Maxwell,N/A,N/A,6-8,3-6,$15
Math: Introduction to Multiplying Fractions,One day class students will learn the operation of multiplying fractions,https://outschool.com/classes/math-introduction-to-multiplying-fractions-uU9ECPKM,5,7,37,Mrs.Devra,https://outschool.com/teachers/Devra,4.9,178,9-12,1-2,$15
Crunching Numbers: Guided Math Story Problems (All 4 Operations),"In this ongoing class, students will participate in a small group math talk to practice solving story problems with all 4 operations. Students will also practice making sense of math problems & explaining their thought processes. #academic",https://outschool.com/classes/crunching-numbers-guided-math-story-problems-all-4-operations-cEOsVnzd,5,3,22,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,7-8,1-5,$9
Math: 6th Grade Full Curriculum (Ongoing),"Students will learn, review and practice all crucial and required topics of the 6th grade math, including ratios, rates, integers, absolute value, expressions, equations, inequalities, variables, geometry, probability and statistics.",https://outschool.com/classes/math-6th-grade-full-curriculum-ongoing-GxZiI0y7,N/A,N/A,4,Stone Bridges Academy,https://outschool.com/teachers/Stone-Bridges-Academy,4.9,276,10-13,1-6,$20
One to One Tutoring to Feel Confident and Positive About Math Ongoing Classes,"In this live ongoing session, I will use a positive approach coupled with a growth mind set to increase confidence in any math concept/skill and make your child feel good about their success in math and in their next grade.",https://outschool.com/classes/one-to-one-tutoring-to-feel-confident-and-positive-about-math-ongoing-classes-ByaNfODT,5,20,62,"Nusri Hassam, M.Ed., B.Ed.",https://outschool.com/teachers/Nusri-Hassam,4.7,254,5-10,1,$48
Sudoku Social Club,"In this ongoing class, learners will be taught how to play Sudoku and strategize together.",https://outschool.com/classes/sudoku-social-club-ZooAozMv,4.6,12,102,Erika Mandel,https://outschool.com/teachers/Erika-Mandel,4.8,207,9-14,1-12,$10
Pre-Algebra: Review of Converting Fractions to Decimals,"In this one-time class, students will review converting fractions into decimals.",https://outschool.com/classes/pre-algebra-review-of-converting-fractions-to-decimals-sDg2deoP,4.3,18,98,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,9-14,5-8,$25
"6th Grade Eureka Math Companion Class (Module 3, Integers and Rational Numbers)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 6, Module 3. #academic",https://outschool.com/classes/6th-grade-eureka-math-companion-class-module-3-integers-and-rational-numbers-oNdyrUVz,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$75
Crunching Numbers: Guided Math Story Problems (Beginner),"In this ongoing small group course, dive into beginner-friendly story problems with seasonal themes. Perfect for young learners eager to enhance problem-solving and build confidence in addition & subtraction word problems.",https://outschool.com/classes/crunching-numbers-guided-math-story-problems-beginner-8fSCAOXv,N/A,N/A,4,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,5-7,1-5,$10
"7th Grade Math and Games: Mini Lesson, Practice and Games!",We will meet once per week to learn a 7th grade math topic and play a game!,https://outschool.com/classes/7th-grade-math-and-games-mini-lesson-practice-and-games-DyAK7viw,N/A,N/A,7,"Shannon Drye: Licensed Teacher, M.Ed.",https://outschool.com/teachers/Ms-Shannon-20210114,5,137,11-14,5-7,$15
Real World Math! Plan a Thanksgiving Meal,"In this one-day class, students will have fun applying a variety of math skills, reasoning and logic to plan a Thanksgiving meal.",https://outschool.com/classes/real-world-math-plan-a-thanksgiving-meal-qPZ3tgNW,5,4,15,Kelly Cottrell,https://outschool.com/teachers/Kelly-Cottrell,5,166,9-13,1-6,$15
Grade 3- Singapore Math - Full Year Program - 1 Hour Weekly,"In this class, learners will learn the full year Grade 3 Singapore Math Curriculum in a small group setting.",https://outschool.com/classes/grade-3-singapore-math-full-year-program-1-hour-weekly-qQlyZHwF,5,3,12,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-10,2-4,$30
Symmetry & Lines of Symmetry,"In this one-time math class, students will learn about and practice symmetry and lines of symmetry. #academic",https://outschool.com/classes/symmetry-lines-of-symmetry-tWxyisEy,5,14,58,"Sharon Gribble, MEd",https://outschool.com/teachers/Teacher_Sharon,4.9,489,5-9,1-4,$13
5th Grade Math Unit 4 (Operations With Fractions),"In this mutli-day class, students will be given opportunities to review and practice concepts and skills involving addition, subtraction, multiplication, and division with fractions and mixed numbers at the fifth grade level. #academic",https://outschool.com/classes/5th-grade-math-unit-4-operations-with-fractions-UimYOPNp,5,8,26,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$146
"Math 1:1 Tutoring K to 12th, or Full Year Homeschool - Customizable","This customizable ongoing tutoring will help students by providing tutoring in math throughout the year for K to 12th grade with full support, or we have full the years curriculum for homeschoolers K to 12 grade.",https://outschool.com/classes/math-11-tutoring-k-to-12th-or-full-year-homeschool-customizable-fQkpDQrC,5,15,88,USA's Prestige Worldwide Education,https://outschool.com/teachers/USAprestigeworldwide,4.9,82,4-18,1,$22
1:1 Math Tutoring for Learners in Grades 1-6,"This tutoring class is for students in grades 1-6, in any area in math. The structure will be tailored to the students needs and can include homework help, concept review or full curriculum instruction. #confidence",https://outschool.com/classes/11-math-tutoring-for-learners-in-grades-1-6-GL1KpHC6,5,5,30,Mind over Math - Tutoring and Group Classes,https://outschool.com/teachers/Mind-Over-Math,4.9,286,5-12,1,$35
"Geometry Full Curriculum | High School | 8th, 9th, 10th Grade","In this class students will learn Geometry concepts, how to solve different questions and master full curriculum in engaging way. Best fit for homeschool & after-school students. Try First Week For 50% Off!",https://outschool.com/classes/geometry-full-curriculum-high-school-ywPy0l9d,4.8,4,90,Learnish,https://outschool.com/teachers/Learnish,4.6,767,12-17,4-10,$38
Math Review: 4th and 5th Grade Math Practice and Review for 9-11 Year Olds,"In this ongoing 4th and 5th Grade Math practice and review class, students will spend time understanding, applying, analyzing and/or evaluating their skill of 4th and 5th grade Math concepts such as Multiplication, Division, Decimals, and Fractions.",https://outschool.com/classes/math-review-4th-and-5th-grade-math-practice-and-review-for-9-11-year-olds-38HqAWif,N/A,N/A,2,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,9-12,1-5,$21
"1:1 Private Math Tutoring for Grades 1 to 8: Pre-Algebra, Algebra 1 & Geometry,","Boost your child's math skills with our 1:1 Private Math Tutoring, expertly designed to cover all grades Math. Our personalized approach, tailored to each student's needs, ensures optimal learning and growth. Join now & multiply your child’s success! #confidence",https://outschool.com/classes/11-private-math-tutoring-for-grades-1-to-8-pre-algebra-algebra-1-geometry-Tz7WqvEV,5,4,29,Learnish,https://outschool.com/teachers/Learnish,4.6,767,6-15,1,$35
Learn Maths! UK Teacher & Curriculum for Ages 7-9 - For All Nationalities,"Full maths curriculum for Ages 7-9. In this engaging, visual on-going weekly math class, students will learn a new skill and how to apply it - Number & Place Value, Calculations, Fractions, Geometry, Measurement and Statistics.",https://outschool.com/classes/learn-maths-uk-teacher-curriculum-for-ages-7-9-for-all-nationalities-v1Z3PZJy,N/A,N/A,2,"Teacher Heidi - BSc., PGCE",https://outschool.com/teachers/Heidi-Evans,5,19,7-9,1-4,$11
Third Grade Math Spanish Immersion,This is an ongoing class to practice multiplication tables in Spanish. Your learner will also practice saying and writing numbers up to the hundreds place. #academic,https://outschool.com/classes/third-grade-math-spanish-immersion-1gye7DkL,N/A,N/A,1,Fabiola Woerner M.A. TESOL The Bilingual Educator,https://outschool.com/teachers/Fabiola-Woerner,5,107,9-10,4-6,$11
